ID_R,Author,Year,TypeReport,ImpactFactor,Theory_A,Theory_B,Theory_C,Hypotheses,Definition,ID_S,ID_RS,Preregistration,TypeStudy,Country,StudyYear,SampleSize,GeneralPop,StudentPop,SampleExact,NR-AT,RR,AgeMean,AgeSD,AgeRange,FemaleP,LiberalP,LiberalMean,LiberalSD,LiberalRange,Liberal,LiberalCat,WhiteP,MuslimP,EthCat,ID_IV,IV_Exact,IV_Code,IV_Quality,Attack,ExactAttack,Type,Distance,Casualties,CasualtiesCat,DomesticTerror,Control_Condition,IV_2,ID_DV,DV_Exact,DV_Time,Time_Cat,DV_Code,Alpha,DV_Quality,OA_Category,OA_Target_A,OA_Similarity,PA_Category,Name,Incumbent,Republican,Gender,ID_ES,PlaceInformation,Test,estimate,sd,n,m_c,sd_c,n_c,m_t,sd_t,n_t,corT1T2,Direction,Regression,Correlation,Variance,SE,Fisher,Variance_F,SE_F,ESS,Power,ID_ES_Unique
10228,Wayne,2019,4,0,"Rationalist theories (e.g. Bayesian updating, availability heuristic, probability neglect)",Anger and its appraisals,Cognitive appraisal theories of meotion,1,0,2,102282,1,1,US,2017,975,2,0,SSI participants,0,NA,47.55,15.43,NA,38.79,NA,0.507,NA,NA,0.507,3,85.08,0.002,2,1,Terrorist attack,1,1,1,Hypothetical attack on Bali,0,1,NA,0,0,NA,NA,1,Diplomacy,0,NA,1,NA,1,NA,NA,NA,8,NA,NA,NA,NA,13,Own calculations,"m, sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,-0.022709,0.001105,0.033242,-0.022713,0.00111,0.033317,904,0.10474724909005,1686
10229,Willer & Adams,2008,1,0,Rally-around-the-flag,TMT,SIT,1,0,1,102291,0,1,US,2008,1282,1,0,KN panel members,0,NA,48,16.3,NA,53,24.3,NA,NA,NA,NA,3,75.9,NA,3,1,Exposure to terrorism threat,4,1,0,NA,1,2,NA,-99,-99,NA,NA,1,Support for President Bush,0,NA,1,NA,1,NA,NA,NA,4,George W. Bush,1,1,1,1,Text on p. 9,t-test,-0.05,NA,NA,2.73,NA,NA,2.69,NA,NA,NA,NA,0,-0.001398,7.81e-4,0.027946,-0.001398,7.82e-4,0.027964,1282,0.0502740458626051,1689
10230,Williamson,2019,1,1.082,SIT,NA,NA,2,0,1,102301,0,3,Australia,2018,1119,0,0,Online Facebook sample,0,NA,36.2,14.22,NA,57.2,NA,4.1,2.3,1-10,0.41,3,84.1,NA,2,1,Fear of terrorism,11,0,0,NA,0,0,NA,-99,-99,NA,NA,1,Political orientation,0,NA,1,NA,1,NA,NA,NA,7,NA,NA,NA,NA,1,Table 2 on p. 566,r,0.2,NA,1199,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,7.69e-4,0.027731,0.202733,8.36e-4,0.028914,1199,0.999999783623583,1692
10231,Wohl & Branscombe,2008,1,4.505,Collective guilt,NA,NA,2,0,1,102311,0,1,Canada,NA,54,0,1,University students,0,NA,21.57,2.19,18-26,50,NA,NA,NA,NA,NA,4,NA,NA,4,1,Holocaust reminder,5,1,1,Holocaust,5,0,6000000,2,0,NA,NA,1,Collective guilt,0,NA,1,0.95,3,NA,NA,NA,11,NA,NA,NA,NA,1,Text on p. 991,d,0.62,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,0,0.296099,0.014738,0.1214,0.305238,0.019608,0.140029,54,0.593811604250955,1696
10232,Wohl & Branscombe,2009,1,1.478,SIT,NA,NA,1,0,1,102321,0,1,US,NA,51,0,1,University students,0,NA,18.98,1.79,NA,68.62745098039215,NA,NA,NA,NA,NA,4,94.1,0,2,1,Threat of future attacks,4,1,0,NA,1,2,NA,-99,-99,NA,NA,1,Forgiveness for harm-doing in Iraq,0,NA,1,0.89,3,NA,NA,NA,8,NA,NA,NA,NA,1,Text on p. 201,"m, sd",NA,NA,NA,4.55,1.73,25,5.5,1.18,25,NA,NA,0,0.30545,0.015675,0.1252,0.31552,0.021277,0.145866,50,0.587781844529761,1697
10232,Wohl & Branscombe,2009,1,1.478,SIT,NA,NA,1,0,2,102322,0,1,US,NA,157,0,1,University students,0,NA,19.22,1.83,17-36,52.86624203821656,NA,NA,NA,NA,NA,4,89.8,0,2,1,Terrorist attack,2,1,1,9/11 Attacks,1,2,2996,2,0,NA,NA,1,Forgiveness for harm-doing in Iraq,0,NA,1,0.9,3,NA,NA,NA,8,NA,NA,NA,NA,5,Text on p. 207,"m, sd",NA,NA,NA,5.14,1.59,52.333333333333336,6.14,1.62,52.333333333333336,NA,NA,0,0.297416,0.007636,0.087384,0.306683,0.009901,0.099504,104,0.871886881008117,1701
10233,Woods & Marciniak,2017,1,0,Threat,NA,NA,2,0,1,102331,0,3,US,NA,510,0,1,University students,1,89,NA,NA,NA,47,NA,NA,NA,NA,NA,3,82.7,NA,2,1,Terrorist threat: likelihood,10,0,0,NA,0,0,NA,-99,-99,NA,NA,1,Punitive Immigration Law Enforcement Practices,0,NA,3,NA,2,4,2,0,10,NA,NA,NA,NA,1,Table 3 on p. 209,"m, sd",NA,NA,NA,32.6,16.8,185,39,16.8,225,NA,NA,0,0.186251,0.002233,0.047255,0.18845,0.002457,0.049568,410,0.967564280292105,1703
10234,"Zanbar, Kaniasty, & Ben-Tzur",2018,1,2.064,NA,NA,NA,0,0,1,102341,0,3,Israel,2014,764,1,0,Adults in rocket attack range,0,NA,41,14.95,18-70,51.7,NA,NA,NA,NA,NA,4,NA,NA,4,1,Exposure to rocket attacks,6,0,1,2014 Israel–Gaza conflict,6,2,2251,2,1,NA,NA,1,Engagement in community activities,0,NA,1,0.77,3,NA,NA,NA,3,NA,NA,NA,NA,1,Table 1on p. 436,r,0.2,NA,764,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,0.001208,0.034756,0.202733,0.001314,0.036249,764,0.999861600648576,1705
10235,Zeitzoff,2018,1,1.6,Emotions,NA,NA,1,0,1,102351,0,1,Israel,2011,297,0,0,Adults in Acre (Israel),0,NA,39.9,NA,22-65,0,NA,NA,NA,NA,NA,4,NA,NA,3,1,Anger over riots,12,1,1,Yom Kippur riots,6,3,0,0,1,NA,NA,1,Discrimination,0,NA,2,NA,2,3,3,2,99,NA,NA,NA,NA,1,Text on p. 410,p-value,0.44,NA,NA,NA,NA,148.5,NA,NA,148.5,NA,NA,0,0.044823,0.00335,0.057879,0.044853,0.003401,0.058318,297,0.120170959423023,1707
10236,Zipris et al.,2019,1,2.603,Stress-coping; Stress-based model of political extremism; Emotion regulation,NA,NA,1,0,1,102361,0,3,Israel,2014,121,0,0,Adults via snowball sampling,0,NA,30.38,12.07,20-64,76.85950413223141,NA,NA,NA,NA,NA,1,NA,NA,2,1,Self-reported exposure to political violence,6,0,0,NA,0,0,NA,-99,-99,NA,NA,1,Support for militancy,0,NA,1,0.79,3,NA,NA,NA,8,NA,NA,NA,NA,1,Table 1 on p. 969,r,0.13,NA,121,NA,NA,NA,NA,NA,NA,NA,NA,0,0.13,0.008054,0.089744,0.13074,0.008475,0.09206,121,0.296674492940169,1708
10236,Zipris et al.,2019,1,2.603,Stress-coping; Stress-based model of political extremism; Emotion regulation,NA,NA,1,0,2,102362,0,2,Israel,2016,440,2,0,Online opt-in panel,1,80,37.22,12.65,18-72,68.7725631768953,NA,NA,NA,NA,NA,1,NA,NA,2,1,High vs. low exposure to political violence,1,1,1,2014 Israel–Gaza conflict,6,2,2251,2,1,NA,NA,1,Support for militancy,0,NA,1,0.78,3,NA,NA,NA,8,NA,NA,NA,NA,2,Table 2 on p. 972,r,0.1,NA,440,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1,0.002233,0.047255,0.100335,0.002288,0.047833,440,0.55552460349238,1709
10237,"Munoz, Falcó-Gimeno, & Hernández",2020,1,4.232,Rally-around-the-flag,NA,NA,2,0,1,102371,0,2,France,2015,1867,1,0,European Social Survey,0,NA,48.4865,NA,NA,48.199999999999996,NA,NA,NA,NA,NA,3,NA,NA,3,1,Terrorist attack,1,0,1,Charlie Hebdo attacks,1,2,12,1,0,NA,NA,1,Satisfaction with government,60,3,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,1,Text on p. 201,b,0.88,2,NA,NA,NA,933.5,NA,NA,933.5,NA,NA,0,0.219946747491578,5.48931458717631e-4,0.023429286346742,0.223600148688845,5.36478244e-4,0.023162,1867,0.999999999999993,1711
10238,Nussio,2020,1,3.265,Desensitization,NA,NA,1,0,1,102381,0,2,Germany,2016,2194,1,0,GESIS,1,91.08207895484237,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,Terrorist attack,1,1,1,2016 Berlin truck attack,1,2,12,1,0,NA,NA,1,Trust in government,3,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,1,Mail correspondence,p-value,0.815,NA,NA,NA,NA,1148,NA,NA,245,NA,NA,2,0.00627,7.18e-4,0.026796,0.00627,7.19e-4,0.026814,1393,0.0562754105238284,1712
10239,Balcells & Torrats-Espinosa,2018,1,9.504,Traumatization,"Retrospective voting, accountability",Rallly around the flag,1,0,1,102391,0,2,Spain,NA,3810,1,0,CIS,0,NA,NA,NA,NA,50.5,NA,NA,NA,NA,NA,3,NA,NA,3,1,Terrorst attack,1,1,1,ETA attacks,6,2,828,2,1,NA,NA,1,Intention to vote,1,1,1,NA,1,NA,NA,NA,3,NA,NA,NA,NA,1,Figure 1,r squared,0.009,NA,NA,NA,NA,1905,NA,NA,1905,NA,NA,0,0.094868,2.58e-4,0.016062,0.095154,2.63e-4,0.016217,3810,0.999954206780253,1726
10240,Hatton & Nielsen,2016,1,0,Framing,NA,NA,1,0,1,102401,0,1,US,NA,280,0,1,Undergraduate students,0,NA,19.9,NA,NA,53.92857142857142,NA,4.5,1.59,1-6,0.75,2,NA,NA,4,1,"Priming the ""War on Terrorism""",5,1,0,NA,0,0,NA,-99,-99,0,NA,1,Support for anti-Muslim policies,0,0,3,NA,2,4,3,2,10,NA,NA,NA,NA,1,Text on p. 172,f,0.005,NA,NA,NA,NA,93.33333333333333,NA,NA,186.66666666666666,NA,NA,0,0.004226,0.003571,0.059758,0.004226,0.00361,0.060083,280,0.0505113111262943,1728
10240,Hatton & Nielsen,2016,1,0,Framing,NA,NA,1,0,2,102402,0,2,US,NA,280,0,1,Undergraduate students,0,NA,19.9,NA,NA,53.92857142857142,NA,4.5,1.59,1-6,0.75,2,NA,NA,4,2,Release of IS execution video,16,1,0,NA,0,0,NA,-99,-99,0,NA,1,Support for anti-Muslim policies,30,2,3,NA,2,4,3,2,10,NA,NA,NA,NA,2,Text on p. 172,f,0.074,NA,NA,NA,NA,152,NA,NA,128,NA,NA,0,0.016255,0.003569,0.059741,0.016256,0.00361,0.060083,280,0.0583946916098325,1729
10241,Nägel & Lutter,2020,1,0,NA,NA,NA,1,0,1,102411,0,2,Germany,2016,888,1,0,ESS,0,NA,45.92,17.775,15-94,48.5,NA,NA,NA,NA,NA,3,NA,NA,3,1,Terrorist attack,1,1,1,2016 Berlin truck attack,1,2,12,1,0,0,NA,1,Attitudes towards refugees,30,2,3,0.72,3,4,2,1,10,NA,NA,NA,NA,1,Table 1,"m, sd",NA,NA,NA,2.882,0.65400000000000003,532,2.923,0.647,271,NA,NA,0,0.029774,0.001243,0.035256,0.029783,0.00125,0.035355,803,0.134480178145569,1732
